timestamp,accel,accelX,accelY,accelZ,gyro,gyroX,gyroY,gyroZ,magno,magnoX,magnoY,magnoZ
162486.25333,3,-1.691,-3.288,11.172,5,-6.919,-33.094,4.425
162486.27278,3,-1.919,-0.675,12.978,4,-0.272,0.339,-0.306,5,-6.769,-32.963,4.444
162486.29222,3,0.162,-1.046,12.642,5,-6.863,-33.056,4.219
162486.31167,3,1.807,-2.561,11.700,4,-0.820,0.199,0.098,5,-6.844,-33.000,4.106
162486.33111,3,2.292,-3.596,11.671,4,-0.497,0.060,0.562,5,-6.806,-33.113,4.181
162486.35056,3,2.687,-4.214,12.982,4,0.271,-0.357,0.415,5,-6.994,-33.431,4.013
162486.37001,3,2.534,-3.968,12.801,5,-6.900,-33.431,4.013
162486.38945,3,2.157,-3.052,11.895,4,0.454,-0.835,-0.168,5,-6.863,-33.469,4.069
162486.40890,3,2.048,-2.401,10.184,5,-6.825,-33.263,4.200
162486.42834,3,1.502,-2.225,8.439,4,0.852,-0.602,-0.364,5,-6.675,-33.413,4.200
162486.44779,3,0.675,-1.736,7.039,4,1.143,-0.230,-0.494,5,-6.656,-33.450,4.650
162486.46723,3,0.182,-1.326,6.179,4,1.229,0.089,-0.501,5,-6.581,-33.431,4.894
162486.48668,3,0.226,-1.008,5.833,4,1.061,0.219,-0.393,5,-6.731,-33.450,5.363
162486.50612,3,0.387,-0.546,6.188,4,0.677,0.231,-0.287,5,-6.619,-33.131,5.906
162486.52557,3,0.511,-0.679,6.755,4,-0.104,0.298,-0.247,5,-6.413,-32.888,6.413
162486.54502,3,0.340,-0.844,7.163,4,-0.176,0.361,-0.243,5,-6.413,-32.700,6.638
162486.56446,3,0.042,-0.967,7.585,5,-6.394,-32.756,6.825
162486.58391,3,-0.086,-1.257,7.479,4,-0.086,0.355,-0.168,5,-6.225,-32.663,7.219
162486.60335,3,-0.201,-1.548,7.752,4,-0.011,0.169,0.004,5,-6.131,-32.606,7.219
162486.62280,3,-0.165,-1.549,8.396,4,-0.133,-0.100,0.185,5,-5.888,-32.588,7.200
162486.64224,3,0.387,-1.627,9.283,4,-0.386,-0.418,0.330,5,-5.813,-32.663,7.088
162486.66169,3,0.823,-1.510,9.960,4,-0.693,-0.556,0.332,5,-5.513,-32.606,7.050
162486.68113,3,0.673,-1.058,10.082,5,-5.588,-32.719,6.938
162486.70058,3,0.546,-0.924,10.612,4,-0.578,-0.183,0.282,5,-5.588,-32.813,6.638
162486.72003,3,0.561,-0.638,10.959,5,-5.644,-32.906,6.544
162486.73947,3,0.692,-0.346,10.708,4,-0.224,-0.032,0.168,5,-5.869,-33.019,6.338
162486.75892,3,0.890,-0.098,10.394,4,-0.031,0.064,0.101,5,-5.775,-33.131,6.113
162486.77836,3,1.026,-0.133,9.855,5,-6.019,-33.169,5.944
162486.79781,3,1.104,-0.491,9.322,4,0.122,0.241,0.183,5,-6.206,-32.906,5.794
162486.81725,3,1.022,-0.707,9.371
162486.83670,3,0.955,-0.722,9.695,4,0.091,0.286,0.221,5,-6.581,-33.056,5.513
162486.85614,3,0.823,-0.578,9.622,4,0.244,0.054,0.140,5,-6.675,-33.038,4.988
162486.87559,3,1.008,-0.637,8.998,5,-6.600,-32.981,5.119
162486.89504,3,1.087,-0.866,8.721,4,0.020,-0.186,0.223,5,-6.713,-33.019,5.100
